Run timestamp: 20260413_214812
Config: {'epochs': 50, 'early_stopping_patience': 7, 'weighted_ce': False, 'augmentation': True, 'dropout': False, 'lr_scheduler': True, 'pretrained_encoder': False, 'kfold': True}


Fold 1/5
  Epoch 01 | Train Loss: 0.8982 | Val Loss: 1.0384 | IoU bg: 0.960 crop: 0.000 weed: 0.000 | LR: 0.000999
  Epoch 02 | Train Loss: 0.6253 | Val Loss: 0.7502 | IoU bg: 0.956 crop: 0.000 weed: 0.000 | LR: 0.000996
  Epoch 03 | Train Loss: 0.5130 | Val Loss: 0.5071 | IoU bg: 0.960 crop: 0.000 weed: 0.000 | LR: 0.000991
  Epoch 04 | Train Loss: 0.4255 | Val Loss: 0.4118 | IoU bg: 0.960 crop: 0.000 weed: 0.000 | LR: 0.000984
  Epoch 05 | Train Loss: 0.3548 | Val Loss: 0.3463 | IoU bg: 0.960 crop: 0.000 weed: 0.004 | LR: 0.000976
  Epoch 06 | Train Loss: 0.2933 | Val Loss: 0.2948 | IoU bg: 0.965 crop: 0.000 weed: 0.059 | LR: 0.000965
  Epoch 07 | Train Loss: 0.2468 | Val Loss: 0.2464 | IoU bg: 0.976 crop: 0.383 weed: 0.286 | LR: 0.000952
  Epoch 08 | Train Loss: 0.2154 | Val Loss: 0.1951 | IoU bg: 0.983 crop: 0.259 weed: 0.460 | LR: 0.000938
  Epoch 09 | Train Loss: 0.1913 | Val Loss: 0.1679 | IoU bg: 0.991 crop: 0.075 weed: 0.543 | LR: 0.000922
  Epoch 10 | Train Loss: 0.1643 | Val Loss: 0.1629 | IoU bg: 0.991 crop: 0.467 weed: 0.324 | LR: 0.000905
  Epoch 11 | Train Loss: 0.1561 | Val Loss: 0.1149 | IoU bg: 0.992 crop: 0.693 weed: 0.691 | LR: 0.000885
  Epoch 12 | Train Loss: 0.1438 | Val Loss: 0.1765 | IoU bg: 0.988 crop: 0.329 weed: 0.123 | LR: 0.000865
  Epoch 13 | Train Loss: 0.1316 | Val Loss: 0.0998 | IoU bg: 0.992 crop: 0.142 weed: 0.566 | LR: 0.000842
  Epoch 14 | Train Loss: 0.1176 | Val Loss: 0.1604 | IoU bg: 0.991 crop: 0.349 weed: 0.113 | LR: 0.000819
  Epoch 15 | Train Loss: 0.1124 | Val Loss: 0.0876 | IoU bg: 0.992 crop: 0.561 weed: 0.675 | LR: 0.000794
  Epoch 16 | Train Loss: 0.1036 | Val Loss: 0.0982 | IoU bg: 0.992 crop: 0.485 weed: 0.386 | LR: 0.000768
  Epoch 17 | Train Loss: 0.0982 | Val Loss: 0.0782 | IoU bg: 0.993 crop: 0.470 weed: 0.657 | LR: 0.000741
  Epoch 18 | Train Loss: 0.0942 | Val Loss: 0.0754 | IoU bg: 0.992 crop: 0.641 weed: 0.608 | LR: 0.000713
  Epoch 19 | Train Loss: 0.0898 | Val Loss: 0.0659 | IoU bg: 0.993 crop: 0.213 weed: 0.594 | LR: 0.000684
  Epoch 20 | Train Loss: 0.0871 | Val Loss: 0.0846 | IoU bg: 0.992 crop: 0.766 weed: 0.738 | LR: 0.000655
  Epoch 21 | Train Loss: 0.0890 | Val Loss: 0.0660 | IoU bg: 0.992 crop: 0.526 weed: 0.658 | LR: 0.000625
  Epoch 22 | Train Loss: 0.0798 | Val Loss: 0.0700 | IoU bg: 0.993 crop: 0.610 weed: 0.601 | LR: 0.000594
  Epoch 23 | Train Loss: 0.0765 | Val Loss: 0.0610 | IoU bg: 0.993 crop: 0.465 weed: 0.659 | LR: 0.000563
  Epoch 24 | Train Loss: 0.0744 | Val Loss: 0.0558 | IoU bg: 0.993 crop: 0.747 weed: 0.732 | LR: 0.000532
  Epoch 25 | Train Loss: 0.0702 | Val Loss: 0.0663 | IoU bg: 0.993 crop: 0.117 weed: 0.587 | LR: 0.000500
  Epoch 26 | Train Loss: 0.0784 | Val Loss: 0.0987 | IoU bg: 0.992 crop: 0.395 weed: 0.195 | LR: 0.000469
  Epoch 27 | Train Loss: 0.0725 | Val Loss: 0.0485 | IoU bg: 0.993 crop: 0.772 weed: 0.741 | LR: 0.000438
  Epoch 28 | Train Loss: 0.0674 | Val Loss: 0.0492 | IoU bg: 0.993 crop: 0.614 weed: 0.707 | LR: 0.000407
  Epoch 29 | Train Loss: 0.0677 | Val Loss: 0.0617 | IoU bg: 0.993 crop: 0.107 weed: 0.588 | LR: 0.000376
  Epoch 30 | Train Loss: 0.0648 | Val Loss: 0.0469 | IoU bg: 0.993 crop: 0.769 weed: 0.757 | LR: 0.000346
  Epoch 31 | Train Loss: 0.0664 | Val Loss: 0.0489 | IoU bg: 0.993 crop: 0.698 weed: 0.694 | LR: 0.000317
  Epoch 32 | Train Loss: 0.0651 | Val Loss: 0.0453 | IoU bg: 0.993 crop: 0.661 weed: 0.718 | LR: 0.000288
  Epoch 33 | Train Loss: 0.0658 | Val Loss: 0.0471 | IoU bg: 0.993 crop: 0.711 weed: 0.747 | LR: 0.000260
  Epoch 34 | Train Loss: 0.0620 | Val Loss: 0.0465 | IoU bg: 0.993 crop: 0.330 weed: 0.641 | LR: 0.000233
  Epoch 35 | Train Loss: 0.0634 | Val Loss: 0.0426 | IoU bg: 0.993 crop: 0.753 weed: 0.757 | LR: 0.000207
  Epoch 36 | Train Loss: 0.0616 | Val Loss: 0.0439 | IoU bg: 0.993 crop: 0.667 weed: 0.728 | LR: 0.000182
  Epoch 37 | Train Loss: 0.0601 | Val Loss: 0.0441 | IoU bg: 0.993 crop: 0.758 weed: 0.746 | LR: 0.000159
  Epoch 38 | Train Loss: 0.0596 | Val Loss: 0.0406 | IoU bg: 0.993 crop: 0.772 weed: 0.761 | LR: 0.000136
  Epoch 39 | Train Loss: 0.0602 | Val Loss: 0.0447 | IoU bg: 0.994 crop: 0.523 weed: 0.694 | LR: 0.000116
  Epoch 40 | Train Loss: 0.0584 | Val Loss: 0.0410 | IoU bg: 0.993 crop: 0.800 weed: 0.771 | LR: 0.000096
  Epoch 41 | Train Loss: 0.0570 | Val Loss: 0.0397 | IoU bg: 0.993 crop: 0.810 weed: 0.778 | LR: 0.000079
  Epoch 42 | Train Loss: 0.0589 | Val Loss: 0.0407 | IoU bg: 0.993 crop: 0.696 weed: 0.743 | LR: 0.000063
  Epoch 43 | Train Loss: 0.0576 | Val Loss: 0.0418 | IoU bg: 0.994 crop: 0.642 weed: 0.731 | LR: 0.000049
  Epoch 44 | Train Loss: 0.0577 | Val Loss: 0.0413 | IoU bg: 0.994 crop: 0.737 weed: 0.762 | LR: 0.000036
  Epoch 45 | Train Loss: 0.0551 | Val Loss: 0.0403 | IoU bg: 0.994 crop: 0.766 weed: 0.770 | LR: 0.000025
  Epoch 46 | Train Loss: 0.0584 | Val Loss: 0.0395 | IoU bg: 0.993 crop: 0.778 weed: 0.771 | LR: 0.000017
  Epoch 47 | Train Loss: 0.0557 | Val Loss: 0.0390 | IoU bg: 0.993 crop: 0.789 weed: 0.773 | LR: 0.000010
  Epoch 48 | Train Loss: 0.0559 | Val Loss: 0.0392 | IoU bg: 0.994 crop: 0.776 weed: 0.770 | LR: 0.000005
  Epoch 49 | Train Loss: 0.0603 | Val Loss: 0.0388 | IoU bg: 0.994 crop: 0.791 weed: 0.775 | LR: 0.000002
  Epoch 50 | Train Loss: 0.0574 | Val Loss: 0.0391 | IoU bg: 0.994 crop: 0.779 weed: 0.772 | LR: 0.000001
  Best epoch 49 | IoU crop: 0.791 weed: 0.775

Fold 2/5
  Epoch 01 | Train Loss: 0.6115 | Val Loss: 0.7657 | IoU bg: 0.951 crop: 0.000 weed: 0.000 | LR: 0.000999
  Epoch 02 | Train Loss: 0.3970 | Val Loss: 0.4398 | IoU bg: 0.951 crop: 0.000 weed: 0.000 | LR: 0.000996
  Epoch 03 | Train Loss: 0.3136 | Val Loss: 0.3777 | IoU bg: 0.951 crop: 0.000 weed: 0.000 | LR: 0.000991
  Epoch 04 | Train Loss: 0.2563 | Val Loss: 0.3006 | IoU bg: 0.951 crop: 0.000 weed: 0.000 | LR: 0.000984
  Epoch 05 | Train Loss: 0.2086 | Val Loss: 0.2635 | IoU bg: 0.951 crop: 0.000 weed: 0.001 | LR: 0.000976
  Epoch 06 | Train Loss: 0.1788 | Val Loss: 0.2052 | IoU bg: 0.963 crop: 0.256 weed: 0.141 | LR: 0.000965
  Epoch 07 | Train Loss: 0.1578 | Val Loss: 0.1666 | IoU bg: 0.980 crop: 0.630 weed: 0.343 | LR: 0.000952
  Epoch 08 | Train Loss: 0.1389 | Val Loss: 0.1447 | IoU bg: 0.982 crop: 0.028 weed: 0.292 | LR: 0.000938
  Epoch 09 | Train Loss: 0.1248 | Val Loss: 0.1148 | IoU bg: 0.984 crop: 0.701 weed: 0.458 | LR: 0.000922
  Epoch 10 | Train Loss: 0.1136 | Val Loss: 0.1001 | IoU bg: 0.984 crop: 0.765 weed: 0.449 | LR: 0.000905
  Epoch 11 | Train Loss: 0.1088 | Val Loss: 0.1037 | IoU bg: 0.987 crop: 0.333 weed: 0.425 | LR: 0.000885
  Epoch 12 | Train Loss: 0.0990 | Val Loss: 0.0935 | IoU bg: 0.988 crop: 0.722 weed: 0.443 | LR: 0.000865
  Epoch 13 | Train Loss: 0.0934 | Val Loss: 0.0821 | IoU bg: 0.987 crop: 0.708 weed: 0.516 | LR: 0.000842
  Epoch 14 | Train Loss: 0.0915 | Val Loss: 0.0815 | IoU bg: 0.988 crop: 0.581 weed: 0.496 | LR: 0.000819
  Epoch 15 | Train Loss: 0.0850 | Val Loss: 0.0771 | IoU bg: 0.986 crop: 0.794 weed: 0.498 | LR: 0.000794
  Epoch 16 | Train Loss: 0.0844 | Val Loss: 0.0812 | IoU bg: 0.985 crop: 0.633 weed: 0.467 | LR: 0.000768
  Epoch 17 | Train Loss: 0.0750 | Val Loss: 0.0732 | IoU bg: 0.988 crop: 0.722 weed: 0.531 | LR: 0.000741
  Epoch 18 | Train Loss: 0.0730 | Val Loss: 0.0728 | IoU bg: 0.986 crop: 0.806 weed: 0.519 | LR: 0.000713
  Epoch 19 | Train Loss: 0.0716 | Val Loss: 0.0662 | IoU bg: 0.988 crop: 0.835 weed: 0.581 | LR: 0.000684
  Epoch 20 | Train Loss: 0.0694 | Val Loss: 0.0634 | IoU bg: 0.987 crop: 0.810 weed: 0.570 | LR: 0.000655
  Epoch 21 | Train Loss: 0.0653 | Val Loss: 0.0632 | IoU bg: 0.988 crop: 0.830 weed: 0.602 | LR: 0.000625
  Epoch 22 | Train Loss: 0.0651 | Val Loss: 0.0609 | IoU bg: 0.987 crop: 0.837 weed: 0.562 | LR: 0.000594
  Epoch 23 | Train Loss: 0.0623 | Val Loss: 0.0591 | IoU bg: 0.988 crop: 0.820 weed: 0.598 | LR: 0.000563
  Epoch 24 | Train Loss: 0.0624 | Val Loss: 0.0617 | IoU bg: 0.987 crop: 0.828 weed: 0.562 | LR: 0.000532
  Epoch 25 | Train Loss: 0.0617 | Val Loss: 0.0615 | IoU bg: 0.988 crop: 0.832 weed: 0.606 | LR: 0.000500
  Epoch 26 | Train Loss: 0.0606 | Val Loss: 0.0626 | IoU bg: 0.987 crop: 0.694 weed: 0.530 | LR: 0.000469
  Epoch 27 | Train Loss: 0.0635 | Val Loss: 0.0552 | IoU bg: 0.988 crop: 0.854 weed: 0.604 | LR: 0.000438
  Epoch 28 | Train Loss: 0.0579 | Val Loss: 0.0537 | IoU bg: 0.989 crop: 0.859 weed: 0.619 | LR: 0.000407
  Epoch 29 | Train Loss: 0.0550 | Val Loss: 0.0549 | IoU bg: 0.988 crop: 0.795 weed: 0.587 | LR: 0.000376
  Epoch 30 | Train Loss: 0.0547 | Val Loss: 0.0533 | IoU bg: 0.989 crop: 0.861 weed: 0.619 | LR: 0.000346
  Epoch 31 | Train Loss: 0.0526 | Val Loss: 0.0534 | IoU bg: 0.988 crop: 0.852 weed: 0.595 | LR: 0.000317
  Epoch 32 | Train Loss: 0.0553 | Val Loss: 0.0549 | IoU bg: 0.988 crop: 0.820 weed: 0.603 | LR: 0.000288
  Epoch 33 | Train Loss: 0.0511 | Val Loss: 0.0524 | IoU bg: 0.989 crop: 0.869 weed: 0.619 | LR: 0.000260
  Epoch 34 | Train Loss: 0.0521 | Val Loss: 0.0532 | IoU bg: 0.988 crop: 0.790 weed: 0.600 | LR: 0.000233
  Epoch 35 | Train Loss: 0.0496 | Val Loss: 0.0514 | IoU bg: 0.989 crop: 0.870 weed: 0.618 | LR: 0.000207
  Epoch 36 | Train Loss: 0.0508 | Val Loss: 0.0512 | IoU bg: 0.989 crop: 0.867 weed: 0.619 | LR: 0.000182
  Epoch 37 | Train Loss: 0.0483 | Val Loss: 0.0521 | IoU bg: 0.988 crop: 0.846 weed: 0.614 | LR: 0.000159
  Epoch 38 | Train Loss: 0.0487 | Val Loss: 0.0504 | IoU bg: 0.989 crop: 0.861 weed: 0.624 | LR: 0.000136
  Epoch 39 | Train Loss: 0.0497 | Val Loss: 0.0508 | IoU bg: 0.989 crop: 0.864 weed: 0.620 | LR: 0.000116
  Epoch 40 | Train Loss: 0.0493 | Val Loss: 0.0503 | IoU bg: 0.989 crop: 0.855 weed: 0.628 | LR: 0.000096
  Epoch 41 | Train Loss: 0.0465 | Val Loss: 0.0498 | IoU bg: 0.989 crop: 0.865 weed: 0.621 | LR: 0.000079
  Epoch 42 | Train Loss: 0.0485 | Val Loss: 0.0493 | IoU bg: 0.989 crop: 0.866 weed: 0.627 | LR: 0.000063
  Epoch 43 | Train Loss: 0.0463 | Val Loss: 0.0495 | IoU bg: 0.989 crop: 0.865 weed: 0.631 | LR: 0.000049
