Run timestamp: 20260414_130208
Config: {'epochs': 50, 'early_stopping_patience': 7, 'weighted_ce': False, 'augmentation': True, 'dropout': False, 'lr_scheduler': True, 'pretrained_encoder': True, 'kfold': True, 'lr': 0.0005, 'eta_min': 5e-07, 'weight_decay': 0.01, 'warmup_epochs': 5}


Fold 1/5
Selected model: UNet with pretrained ResNet18 encoder
  Epoch 01 | Train Loss: 1.0760 | Val Loss: 1.2470 | IoU bg: 0.000 crop: 0.013 weed: 0.002 | LR: 0.000100
  Epoch 02 | Train Loss: 0.8251 | Val Loss: 1.2935 | IoU bg: 0.001 crop: 0.003 weed: 0.173 | LR: 0.000200
  Epoch 03 | Train Loss: 0.5833 | Val Loss: 0.9159 | IoU bg: 0.920 crop: 0.051 weed: 0.244 | LR: 0.000300
  Epoch 04 | Train Loss: 0.4524 | Val Loss: 1.9554 | IoU bg: 0.641 crop: 0.055 weed: 0.020 | LR: 0.000400
  Epoch 05 | Train Loss: 0.3801 | Val Loss: 0.5482 | IoU bg: 0.862 crop: 0.399 weed: 0.103 | LR: 0.000500
  Epoch 06 | Train Loss: 0.3279 | Val Loss: 0.3539 | IoU bg: 0.966 crop: 0.229 weed: 0.178 | LR: 0.000499
  Epoch 07 | Train Loss: 0.2822 | Val Loss: 0.2360 | IoU bg: 0.990 crop: 0.590 weed: 0.591 | LR: 0.000498
  Epoch 08 | Train Loss: 0.2507 | Val Loss: 0.2205 | IoU bg: 0.990 crop: 0.773 weed: 0.706 | LR: 0.000495
  Epoch 09 | Train Loss: 0.2212 | Val Loss: 0.1672 | IoU bg: 0.991 crop: 0.560 weed: 0.634 | LR: 0.000490
  Epoch 10 | Train Loss: 0.1999 | Val Loss: 0.1592 | IoU bg: 0.990 crop: 0.790 weed: 0.731 | LR: 0.000485
  Epoch 11 | Train Loss: 0.1774 | Val Loss: 0.1359 | IoU bg: 0.991 crop: 0.220 weed: 0.565 | LR: 0.000478
  Epoch 12 | Train Loss: 0.1597 | Val Loss: 0.1370 | IoU bg: 0.991 crop: 0.793 weed: 0.731 | LR: 0.000471
  Epoch 13 | Train Loss: 0.1508 | Val Loss: 0.1705 | IoU bg: 0.991 crop: 0.579 weed: 0.557 | LR: 0.000462
  Epoch 14 | Train Loss: 0.1382 | Val Loss: 0.1310 | IoU bg: 0.991 crop: 0.758 weed: 0.738 | LR: 0.000452
  Epoch 15 | Train Loss: 0.1292 | Val Loss: 0.1463 | IoU bg: 0.988 crop: 0.422 weed: 0.334 | LR: 0.000442
  Epoch 16 | Train Loss: 0.1252 | Val Loss: 0.1212 | IoU bg: 0.992 crop: 0.363 weed: 0.615 | LR: 0.000430
  Epoch 17 | Train Loss: 0.1141 | Val Loss: 0.1256 | IoU bg: 0.991 crop: 0.142 weed: 0.557 | LR: 0.000417
  Epoch 18 | Train Loss: 0.1082 | Val Loss: 0.0875 | IoU bg: 0.992 crop: 0.758 weed: 0.734 | LR: 0.000404
  Epoch 19 | Train Loss: 0.1017 | Val Loss: 0.0948 | IoU bg: 0.991 crop: 0.518 weed: 0.392 | LR: 0.000390
  Epoch 20 | Train Loss: 0.0975 | Val Loss: 0.0813 | IoU bg: 0.989 crop: 0.751 weed: 0.634 | LR: 0.000375
  Epoch 21 | Train Loss: 0.0972 | Val Loss: 0.0864 | IoU bg: 0.991 crop: 0.739 weed: 0.688 | LR: 0.000360
  Epoch 22 | Train Loss: 0.0935 | Val Loss: 0.2490 | IoU bg: 0.949 crop: 0.179 weed: 0.315 | LR: 0.000344
  Epoch 23 | Train Loss: 0.0837 | Val Loss: 0.0717 | IoU bg: 0.992 crop: 0.802 weed: 0.754 | LR: 0.000327
  Epoch 24 | Train Loss: 0.0836 | Val Loss: 0.0709 | IoU bg: 0.992 crop: 0.740 weed: 0.703 | LR: 0.000311
  Epoch 25 | Train Loss: 0.0775 | Val Loss: 0.0588 | IoU bg: 0.992 crop: 0.797 weed: 0.752 | LR: 0.000294
  Epoch 26 | Train Loss: 0.0729 | Val Loss: 0.0678 | IoU bg: 0.993 crop: 0.463 weed: 0.659 | LR: 0.000276
  Epoch 27 | Train Loss: 0.0734 | Val Loss: 0.0615 | IoU bg: 0.992 crop: 0.742 weed: 0.698 | LR: 0.000259
  Epoch 28 | Train Loss: 0.0695 | Val Loss: 0.0851 | IoU bg: 0.992 crop: 0.308 weed: 0.615 | LR: 0.000242
  Epoch 29 | Train Loss: 0.0678 | Val Loss: 0.0781 | IoU bg: 0.992 crop: 0.192 weed: 0.586 | LR: 0.000224
  Epoch 30 | Train Loss: 0.0655 | Val Loss: 0.0563 | IoU bg: 0.993 crop: 0.833 weed: 0.792 | LR: 0.000207
  Epoch 31 | Train Loss: 0.0638 | Val Loss: 0.0789 | IoU bg: 0.993 crop: 0.266 weed: 0.615 | LR: 0.000190
  Epoch 32 | Train Loss: 0.0648 | Val Loss: 0.0510 | IoU bg: 0.993 crop: 0.837 weed: 0.780 | LR: 0.000173
  Epoch 33 | Train Loss: 0.0604 | Val Loss: 0.0512 | IoU bg: 0.992 crop: 0.854 weed: 0.762 | LR: 0.000157
  Epoch 34 | Train Loss: 0.0621 | Val Loss: 0.0505 | IoU bg: 0.993 crop: 0.857 weed: 0.802 | LR: 0.000141
  Epoch 35 | Train Loss: 0.0578 | Val Loss: 0.0486 | IoU bg: 0.993 crop: 0.858 weed: 0.787 | LR: 0.000125
  Epoch 36 | Train Loss: 0.0566 | Val Loss: 0.0475 | IoU bg: 0.993 crop: 0.863 weed: 0.785 | LR: 0.000111
  Epoch 37 | Train Loss: 0.0557 | Val Loss: 0.0502 | IoU bg: 0.993 crop: 0.817 weed: 0.786 | LR: 0.000096
  Epoch 38 | Train Loss: 0.0559 | Val Loss: 0.0463 | IoU bg: 0.993 crop: 0.862 weed: 0.792 | LR: 0.000083
  Epoch 39 | Train Loss: 0.0547 | Val Loss: 0.0459 | IoU bg: 0.993 crop: 0.840 weed: 0.798 | LR: 0.000071
