Run timestamp: 20260414_133323
Config: {'epochs': 50, 'early_stopping_patience': 7, 'weighted_ce': False, 'augmentation': True, 'dropout': False, 'lr_scheduler': True, 'pretrained_encoder': True, 'kfold': True, 'lr': 0.0005, 'eta_min': 5e-07, 'weight_decay': 0.0001, 'warmup_epochs': 5}


Fold 1/5
Selected model: UNet with pretrained ResNet18 encoder
  Epoch 01 | Train Loss: 0.9561 | Val Loss: 1.0915 | IoU bg: 0.385 crop: 0.001 weed: 0.043 | LR: 0.000100
  Epoch 02 | Train Loss: 0.7434 | Val Loss: 1.0007 | IoU bg: 0.980 crop: 0.049 weed: 0.454 | LR: 0.000200
  Epoch 03 | Train Loss: 0.5176 | Val Loss: 0.5734 | IoU bg: 0.989 crop: 0.178 weed: 0.430 | LR: 0.000300
  Epoch 04 | Train Loss: 0.3972 | Val Loss: 0.2668 | IoU bg: 0.989 crop: 0.040 weed: 0.459 | LR: 0.000400
  Epoch 05 | Train Loss: 0.3404 | Val Loss: 0.1765 | IoU bg: 0.989 crop: 0.251 weed: 0.361 | LR: 0.000500
  Epoch 06 | Train Loss: 0.2997 | Val Loss: 0.2321 | IoU bg: 0.987 crop: 0.352 weed: 0.218 | LR: 0.000499
  Epoch 07 | Train Loss: 0.2657 | Val Loss: 0.4021 | IoU bg: 0.965 crop: 0.407 weed: 0.250 | LR: 0.000498
  Epoch 08 | Train Loss: 0.2379 | Val Loss: 0.1705 | IoU bg: 0.989 crop: 0.510 weed: 0.374 | LR: 0.000495
  Epoch 09 | Train Loss: 0.2110 | Val Loss: 0.2658 | IoU bg: 0.988 crop: 0.597 weed: 0.577 | LR: 0.000490
  Epoch 10 | Train Loss: 0.1875 | Val Loss: 0.1397 | IoU bg: 0.987 crop: 0.713 weed: 0.660 | LR: 0.000485
  Epoch 11 | Train Loss: 0.1694 | Val Loss: 0.1727 | IoU bg: 0.990 crop: 0.596 weed: 0.577 | LR: 0.000478
  Epoch 12 | Train Loss: 0.1504 | Val Loss: 0.1244 | IoU bg: 0.991 crop: 0.796 weed: 0.716 | LR: 0.000471
  Epoch 13 | Train Loss: 0.1389 | Val Loss: 0.1663 | IoU bg: 0.991 crop: 0.785 weed: 0.731 | LR: 0.000462
  Epoch 14 | Train Loss: 0.1305 | Val Loss: 0.1048 | IoU bg: 0.987 crop: 0.688 weed: 0.525 | LR: 0.000452
  Epoch 15 | Train Loss: 0.1220 | Val Loss: 0.2685 | IoU bg: 0.978 crop: 0.765 weed: 0.578 | LR: 0.000442
  Epoch 16 | Train Loss: 0.1113 | Val Loss: 0.0961 | IoU bg: 0.991 crop: 0.821 weed: 0.731 | LR: 0.000430
  Epoch 17 | Train Loss: 0.1095 | Val Loss: 0.1054 | IoU bg: 0.991 crop: 0.584 weed: 0.513 | LR: 0.000417
  Epoch 18 | Train Loss: 0.1038 | Val Loss: 0.1764 | IoU bg: 0.982 crop: 0.009 weed: 0.469 | LR: 0.000404
  Epoch 19 | Train Loss: 0.0956 | Val Loss: 0.1959 | IoU bg: 0.962 crop: 0.270 weed: 0.365 | LR: 0.000390
  Epoch 20 | Train Loss: 0.0891 | Val Loss: 0.0965 | IoU bg: 0.992 crop: 0.657 weed: 0.715 | LR: 0.000375
  Epoch 21 | Train Loss: 0.0866 | Val Loss: 0.0680 | IoU bg: 0.992 crop: 0.771 weed: 0.728 | LR: 0.000360
  Epoch 22 | Train Loss: 0.0843 | Val Loss: 0.0666 | IoU bg: 0.990 crop: 0.725 weed: 0.667 | LR: 0.000344
  Epoch 23 | Train Loss: 0.0774 | Val Loss: 0.1079 | IoU bg: 0.992 crop: 0.050 weed: 0.557 | LR: 0.000327
  Epoch 24 | Train Loss: 0.0736 | Val Loss: 0.0605 | IoU bg: 0.992 crop: 0.769 weed: 0.709 | LR: 0.000311
  Epoch 25 | Train Loss: 0.0695 | Val Loss: 0.0656 | IoU bg: 0.992 crop: 0.775 weed: 0.759 | LR: 0.000294
